time,wind_speed_100m,wind_direction_100m,temperature_2m,surface_pressure
2025-01-01 00:00:00+00:00,0.9716949855035216,344.2,-3.75,966.4
2025-01-01 01:00:00+00:00,0.7287712391276413,6.1,-3.85,966.3
2025-01-01 02:00:00+00:00,0.6404353313545937,28.8,-4.09,966.4
2025-01-01 03:00:00+00:00,0.45272152733686805,15.4,-4.0,966.5
2025-01-01 04:00:00+00:00,0.5852253889964392,312.7,-3.42,966.7
2025-01-01 05:00:00+00:00,1.225660720351033,282.5,-2.3,966.8000000000001
2025-01-01 06:00:00+00:00,2.627993256248161,268.6,-0.32,966.3
2025-01-01 07:00:00+00:00,3.68802414952473,268.1,0.52,965.6999999999999
2025-01-01 08:00:00+00:00,4.306375503936062,267.5,0.78,965.1999999999999
2025-01-01 09:00:00+00:00,4.64867714655662,264.0,0.72,965.1
2025-01-01 10:00:00+00:00,4.924726858347394,260.8,-0.14,965.4000000000001
2025-01-01 11:00:00+00:00,5.200776570138167,259.9,-2.12,965.9000000000001
2025-01-01 12:00:00+00:00,5.4105743510991555,259.7,-3.22,966.3
2025-01-01 13:00:00+00:00,5.59828815511688,259.0,-4.08,966.5999999999999
2025-01-01 14:00:00+00:00,6.006841728567225,256.5,-4.86,966.8000000000001
2025-01-01 15:00:00+00:00,6.614151094506926,254.4,-5.23,966.8000000000001
2025-01-01 16:00:00+00:00,7.25458642586152,253.1,-5.33,966.5999999999999
2025-01-01 17:00:00+00:00,7.883979768744482,251.8,-5.39,966.4
2025-01-01 18:00:00+00:00,8.369827261496244,250.2,-5.45,966.2
2025-01-01 19:00:00+00:00,8.634834984815386,249.2,-5.33,966.0
2025-01-01 20:00:00+00:00,8.336701296081351,249.9,-5.19,965.9000000000001
2025-01-01 21:00:00+00:00,7.883979768744482,250.3,-5.17,965.9000000000001
2025-01-01 22:00:00+00:00,7.652098010840233,248.2,-5.37,966.0
2025-01-01 23:00:00+00:00,7.718349941670019,244.9,-5.6,966.3
2025-01-02 00:00:00+00:00,7.674181987783495,241.1,-5.81,966.5999999999999
2025-01-02 01:00:00+00:00,7.574804091538817,238.2,-6.08,966.9
2025-01-02 02:00:00+00:00,7.5637621030671855,238.9,-6.21,967.3000000000001
2025-01-02 03:00:00+00:00,7.872937780272852,240.9,-5.83,967.9000000000001
2025-01-02 04:00:00+00:00,8.071693572762207,244.1,-4.89,968.5
2025-01-02 05:00:00+00:00,8.944010662021052,251.0,-3.76,968.8
2025-01-02 06:00:00+00:00,9.41881616630118,257.3,-2.93,968.7
2025-01-02 07:00:00+00:00,9.650697924205431,263.5,-2.38,968.1999999999999
2025-01-02 08:00:00+00:00,9.098598500623885,267.4,-2.15,968.0
2025-01-02 09:00:00+00:00,8.303575330666458,268.2,-2.12,968.3
2025-01-02 10:00:00+00:00,7.37604829904946,265.3,-2.4,968.9
2025-01-02 11:00:00+00:00,6.470605244375724,260.5,-3.14,969.5
2025-01-02 12:00:00+00:00,6.216639509528212,255.6,-3.83,970.0
2025-01-02 13:00:00+00:00,6.0620516709253796,253.6,-3.99,970.3
2025-01-02 14:00:00+00:00,5.8964218438509155,254.0,-3.83,970.6
2025-01-02 15:00:00+00:00,5.620372132060142,254.4,-4.42,970.5
2025-01-02 16:00:00+00:00,5.95163178620907,258.6,-5.2,970.3
2025-01-02 17:00:00+00:00,6.161429567170058,258.1,-5.05,970.3
2025-01-02 18:00:00+00:00,6.117261613283534,256.5,-4.85,970.3
2025-01-02 19:00:00+00:00,6.249765474943105,258.3,-5.06,970.4000000000001
2025-01-02 20:00:00+00:00,6.282891440357998,261.6,-5.38,970.5
2025-01-02 21:00:00+00:00,5.8964218438509155,266.0,-5.62,970.6
2025-01-02 22:00:00+00:00,5.333280431797738,272.0,-5.89,970.4000000000001
2025-01-02 23:00:00+00:00,4.604509192670097,279.7,-6.22,970.6
2025-01-03 00:00:00+00:00,3.7432340918828846,280.9,-6.46,971.2
2025-01-03 01:00:00+00:00,2.893000979567303,267.4,-6.49,971.5999999999999
2025-01-03 02:00:00+00:00,2.8488330256807797,235.3,-6.82,971.9
2025-01-03 03:00:00+00:00,3.1359247259431835,219.1,-6.78,972.3000000000001
2025-01-03 04:00:00+00:00,2.937168933453827,215.2,-5.48,972.4
2025-01-03 05:00:00+00:00,2.4071534868155426,228.0,-3.95,972.3000000000001
2025-01-03 06:00:00+00:00,2.7936230833226245,260.4,-1.21,971.7
2025-01-03 07:00:00+00:00,2.9482109219254578,277.5,0.17,970.9000000000001
2025-01-03 08:00:00+00:00,2.937168933453827,290.2,0.56,970.3
2025-01-03 09:00:00+00:00,2.9261269449821956,296.2,0.59,970.1
2025-01-03 10:00:00+00:00,2.749455129436101,307.0,-0.45,970.1
2025-01-03 11:00:00+00:00,2.771539106379363,326.4,-2.58,970.1
2025-01-03 12:00:00+00:00,2.9923788758119816,345.7,-3.73,970.5
2025-01-03 13:00:00+00:00,3.400932449262326,2.2,-4.63,970.8
2025-01-03 14:00:00+00:00,3.8315699996559323,17.8,-5.39,970.9000000000001
2025-01-03 15:00:00+00:00,4.703887088914775,32.6,-6.31,970.6
2025-01-03 16:00:00+00:00,5.874337866907654,41.3,-7.13,970.1
2025-01-03 17:00:00+00:00,6.768738933109759,44.9,-7.36,969.7
2025-01-03 18:00:00+00:00,7.475426195294138,44.3,-6.74,969.3000000000001
2025-01-03 19:00:00+00:00,8.060651584290577,41.7,-5.97,969.0
2025-01-03 20:00:00+00:00,8.57962504245723,40.0,-5.77,968.8
2025-01-03 21:00:00+00:00,8.910884696606159,41.4,-5.91,968.5
2025-01-03 22:00:00+00:00,8.999220604379207,44.2,-6.26,967.9000000000001
2025-01-03 23:00:00+00:00,9.087556512152254,46.3,-6.81,967.5
2025-01-04 00:00:00+00:00,9.308396281584873,49.5,-7.13,967.3000000000001
2025-01-04 01:00:00+00:00,9.694865878091955,52.4,-7.25,967.2
2025-01-04 02:00:00+00:00,9.981957578354358,52.8,-7.35,966.9
2025-01-04 03:00:00+00:00,10.23592331320187,51.6,-7.17,966.9
2025-01-04 04:00:00+00:00,10.931568586914619,54.0,-6.2,967.0999999999999
2025-01-04 05:00:00+00:00,10.931568586914619,51.4,-5.14,967.0999999999999
2025-01-04 06:00:00+00:00,11.18553432176213,48.4,-4.18,966.5
2025-01-04 07:00:00+00:00,11.859095618531617,49.0,-3.3,965.6999999999999
2025-01-04 08:00:00+00:00,11.892221583946508,50.4,-3.01,964.9
2025-01-04 09:00:00+00:00,11.45054204508127,51.5,-3.37,964.5999999999999
2025-01-04 10:00:00+00:00,10.854274667613202,50.5,-3.8,964.5
2025-01-04 11:00:00+00:00,10.46780507110612,47.4,-4.36,964.7
2025-01-04 12:00:00+00:00,10.500931036521012,45.3,-5.05,964.8000000000001
2025-01-04 13:00:00+00:00,10.213839336258609,44.2,-5.83,965.1
2025-01-04 14:00:00+00:00,9.75007582045011,42.6,-6.67,965.4000000000001
2025-01-04 15:00:00+00:00,9.40777417782955,40.0,-7.5,965.6
2025-01-04 16:00:00+00:00,8.988178615907575,36.5,-8.22,965.6999999999999
2025-01-04 17:00:00+00:00,8.292533342194826,33.8,-8.73,965.9000000000001
2025-01-04 18:00:00+00:00,7.751475907084911,32.3,-8.93,966.0
2025-01-04 19:00:00+00:00,7.011662679485639,31.8,-9.31,966.0
2025-01-04 20:00:00+00:00,5.6314141205317725,31.5,-9.83,966.2
2025-01-04 21:00:00+00:00,4.05240976908855,31.5,-10.01,966.4
2025-01-04 22:00:00+00:00,2.7273711524928395,26.5,-9.92,966.5
2025-01-04 23:00:00+00:00,1.8329700862907339,15.7,-9.79,966.8000000000001
2025-01-05 00:00:00+00:00,1.2698286742375566,0.5,-9.71,967.2
2025-01-05 01:00:00+00:00,0.8833590777304743,333.4,-9.71,967.6
2025-01-05 02:00:00+00:00,0.9496110085602598,310.7,-9.92,968.1
2025-01-05 03:00:00+00:00,1.1594087895212475,319.6,-9.82,968.3
2025-01-05 04:00:00+00:00,1.3692065704822352,329.5,-8.88,968.4000000000001
2025-01-05 05:00:00+00:00,1.5017104321418062,334.4,-7.69,968.3
2025-01-05 06:00:00+00:00,1.5458783860283298,336.0,-5.97,967.9000000000001
2025-01-05 07:00:00+00:00,1.4796264551985445,336.7,-5.11,967.4
2025-01-05 08:00:00+00:00,1.5458783860283298,337.3,-4.51,967.0
