time,wind_speed_100m,wind_speed_100m_previous_day1,wind_speed_100m_previous_day2,wind_speed_10m,wind_speed_10m_previous_day1,wind_speed_10m_previous_day2,temperature_2m,temperature_2m_previous_day1,temperature_2m_previous_day2
2026-02-09 00:00:00+00:00,10.14,9.56,10.36,6.19,5.74,6.05,-4.4,-3.8,-3.9
2026-02-09 01:00:00+00:00,9.92,9.4,10.02,6.05,5.66,5.92,-4.1,-3.6,-3.7
2026-02-09 02:00:00+00:00,9.63,9.35,9.5,5.8,5.55,5.69,-3.7,-3.5,-3.4
2026-02-09 03:00:00+00:00,9.34,9.15,9.17,5.58,5.37,5.52,-3.3,-3.1,-2.9
2026-02-09 04:00:00+00:00,9.12,8.94,9.19,5.33,5.1,5.3,-2.8,-2.6,-2.3
2026-02-09 05:00:00+00:00,8.93,8.82,9.31,4.99,4.72,5.02,-2.3,-1.9,-1.5
2026-02-09 06:00:00+00:00,8.36,8.56,9.18,4.47,4.36,4.6,-1.6,-1.1,-0.7
2026-02-09 07:00:00+00:00,7.2,7.51,8.23,3.68,3.89,4.1,-0.2,-0.1,0.3
2026-02-09 08:00:00+00:00,5.9,6.04,6.94,3.26,3.33,3.62,1.4,1.0,1.3
2026-02-09 09:00:00+00:00,5.36,4.93,6.31,3.31,2.78,3.57,2.5,1.9,2.0
2026-02-09 10:00:00+00:00,5.28,4.7,6.42,3.04,2.45,3.51,2.6,2.3,2.3
2026-02-09 11:00:00+00:00,5.44,5.5,6.79,2.56,2.43,3.4,2.1,2.4,2.3
2026-02-09 12:00:00+00:00,5.59,6.44,7.11,2.28,2.73,3.31,1.7,2.4,2.2
2026-02-09 13:00:00+00:00,5.53,7.11,7.37,2.16,3.14,3.37,1.6,2.0,1.7
2026-02-09 14:00:00+00:00,5.49,7.52,7.74,2.15,3.45,3.61,1.6,1.4,1.1
2026-02-09 15:00:00+00:00,5.41,7.62,7.94,2.26,3.64,3.81,1.5,1.0,0.6
2026-02-09 16:00:00+00:00,5.32,7.03,7.99,2.38,3.36,3.98,1.3,0.9,0.7
2026-02-09 17:00:00+00:00,5.3,6.3,7.75,2.44,3.02,3.98,1.0,1.1,1.0
2026-02-09 18:00:00+00:00,5.16,5.92,7.53,2.42,2.83,4.02,0.8,1.2,1.2
2026-02-09 19:00:00+00:00,4.86,5.82,7.19,2.28,2.83,3.94,0.7,1.1,1.2
2026-02-09 20:00:00+00:00,4.55,5.74,6.96,2.02,2.91,3.76,0.7,1.1,1.1
2026-02-09 21:00:00+00:00,4.42,6.02,6.8,2.08,3.16,3.74,0.6,0.9,1.0
2026-02-09 22:00:00+00:00,5.64,6.96,7.14,3.21,3.99,4.1,0.7,0.8,0.9
2026-02-09 23:00:00+00:00,8.59,8.47,7.96,5.32,5.34,4.75,0.8,0.6,0.8
2026-02-10 00:00:00+00:00,10.82,9.79,8.95,6.89,6.4,5.55,0.7,0.3,0.6
2026-02-10 01:00:00+00:00,11.08,10.23,9.62,7.16,6.82,6.11,0.1,-0.2,0.1
2026-02-10 02:00:00+00:00,10.6,10.26,10.09,7.01,6.82,6.52,-0.8,-0.8,-0.5
2026-02-10 03:00:00+00:00,10.43,10.31,10.44,7.01,6.89,6.91,-1.4,-1.3,-0.9
2026-02-10 04:00:00+00:00,10.72,10.47,10.61,7.32,7.16,7.2,-1.4,-1.3,-1.1
2026-02-10 05:00:00+00:00,11.05,10.71,10.61,7.61,7.49,7.62,-1.1,-1.2,-1.0
2026-02-10 06:00:00+00:00,11.24,11.03,10.71,7.85,7.87,7.85,-0.9,-1.0,-0.9
2026-02-10 07:00:00+00:00,11.23,11.26,10.9,8.08,8.13,7.94,-0.7,-0.7,-0.6
2026-02-10 08:00:00+00:00,11.32,11.32,11.0,8.14,8.27,7.98,-0.6,-0.4,-0.3
2026-02-10 09:00:00+00:00,11.17,11.24,11.01,8.12,8.21,7.87,-0.5,-0.2,-0.1
2026-02-10 10:00:00+00:00,10.68,10.68,10.82,7.58,7.72,7.57,-0.6,-0.1,-0.1
2026-02-10 11:00:00+00:00,10.01,9.99,10.55,6.7,6.89,7.23,-0.7,-0.2,-0.2
2026-02-10 12:00:00+00:00,9.57,9.6,10.42,6.12,6.44,6.96,-0.8,-0.3,-0.3
2026-02-10 13:00:00+00:00,9.59,10.02,10.46,6.08,6.62,6.94,-0.8,-0.3,-0.4
2026-02-10 14:00:00+00:00,9.78,10.83,10.51,6.32,7.17,7.08,-0.7,-0.4,-0.4
2026-02-10 15:00:00+00:00,9.81,11.23,10.78,6.42,7.45,7.19,-1.0,-0.6,-0.5
2026-02-10 16:00:00+00:00,9.79,10.96,11.41,6.44,7.31,7.56,-1.5,-0.7,-0.1
2026-02-10 17:00:00+00:00,10.33,10.84,12.2,6.84,7.28,8.11,-2.3,-1.0,0.2
2026-02-10 18:00:00+00:00,11.11,11.14,12.19,7.5,7.48,8.11,-3.6,-2.0,-0.3
2026-02-10 19:00:00+00:00,11.48,11.35,10.85,7.84,7.76,7.29,-5.9,-4.4,-2.7
2026-02-10 20:00:00+00:00,11.47,11.8,10.2,8.06,8.4,7.14,-8.7,-7.5,-6.0
2026-02-10 21:00:00+00:00,11.63,12.36,11.13,8.33,8.96,8.01,-11.1,-10.1,-8.8
2026-02-10 22:00:00+00:00,12.03,12.56,11.97,8.73,9.04,8.63,-12.6,-11.6,-10.6
2026-02-10 23:00:00+00:00,12.44,12.3,12.53,9.04,8.8,9.02,-13.6,-12.5,-12.0
2026-02-11 00:00:00+00:00,12.47,12.01,12.8,9.06,8.51,9.1,-14.3,-13.2,-13.0
2026-02-11 01:00:00+00:00,12.01,11.55,12.51,8.58,8.05,8.72,-14.8,-13.5,-13.6
2026-02-11 02:00:00+00:00,11.2,10.9,11.85,7.86,7.5,7.95,-15.1,-13.4,-13.9
2026-02-11 03:00:00+00:00,10.58,10.28,11.12,7.32,7.06,7.32,-15.2,-13.3,-14.0
2026-02-11 04:00:00+00:00,10.11,9.6,10.12,7.25,6.77,6.91,-15.4,-13.2,-14.1
2026-02-11 05:00:00+00:00,9.73,8.89,9.11,7.28,6.48,6.64,-15.4,-13.1,-14.0
2026-02-11 06:00:00+00:00,9.37,8.51,8.3,7.21,6.45,6.37,-15.2,-12.9,-13.9
2026-02-11 07:00:00+00:00,8.9,8.59,7.96,6.96,6.58,6.17,-14.6,-12.6,-13.7
2026-02-11 08:00:00+00:00,8.54,8.83,7.74,6.66,6.86,6.04,-13.7,-12.3,-13.4
