time,wind_speed_100m,wind_direction_100m,temperature_2m,surface_pressure
2025-01-01 00:00:00+00:00,6.92,95,0.9,960.5
2025-01-01 01:00:00+00:00,6.9,97,0.8,960.6
2025-01-01 02:00:00+00:00,6.62,98,0.6,960.3
2025-01-01 03:00:00+00:00,6.2,97,0.6,960.1
2025-01-01 04:00:00+00:00,5.66,93,1.2,960.4
2025-01-01 05:00:00+00:00,4.9,91,4.4,960.8
2025-01-01 06:00:00+00:00,5.1,89,4.2,960.3
2025-01-01 07:00:00+00:00,5.05,88,3.7,959.3
2025-01-01 08:00:00+00:00,4.7,89,4.3,958.7
2025-01-01 09:00:00+00:00,4.15,93,4.4,958.6
2025-01-01 10:00:00+00:00,4.04,102,1.9,958.3
2025-01-01 11:00:00+00:00,3.97,95,-0.2,957.8
2025-01-01 12:00:00+00:00,4.22,84,-0.2,958.2
2025-01-01 13:00:00+00:00,4.07,85,0.2,959.1
2025-01-01 14:00:00+00:00,3.26,105,-1.2,958.7
2025-01-01 15:00:00+00:00,2.93,117,-0.8,958.5
2025-01-01 16:00:00+00:00,2.7,109,-0.8,958.0
2025-01-01 17:00:00+00:00,2.47,98,-1.5,957.3
2025-01-01 18:00:00+00:00,2.29,100,-0.9,957.7
2025-01-01 19:00:00+00:00,2.17,98,-1.3,957.5
2025-01-01 20:00:00+00:00,2.02,123,-1.3,957.2
2025-01-01 21:00:00+00:00,1.77,130,-1.5,957.1
2025-01-01 22:00:00+00:00,1.55,123,-2.6,957.7
2025-01-01 23:00:00+00:00,1.72,120,-2.6,957.6
2025-01-02 00:00:00+00:00,1.68,80,-2.8,958.1
2025-01-02 01:00:00+00:00,2.21,72,-3.1,958.7
2025-01-02 02:00:00+00:00,1.72,82,-3.0,958.9
2025-01-02 03:00:00+00:00,1.21,97,-2.7,959.3
2025-01-02 04:00:00+00:00,0.56,153,-0.4,960.6
2025-01-02 05:00:00+00:00,0.82,232,4.2,961.6
2025-01-02 06:00:00+00:00,1.3,272,4.2,961.8
2025-01-02 07:00:00+00:00,2.07,277,4.1,960.9
2025-01-02 08:00:00+00:00,2.75,272,5.0,961.2
2025-01-02 09:00:00+00:00,3.26,266,4.9,961.4
2025-01-02 10:00:00+00:00,2.93,256,1.7,961.5
2025-01-02 11:00:00+00:00,2.48,251,-0.1,961.3
2025-01-02 12:00:00+00:00,2.82,264,-0.3,961.8
2025-01-02 13:00:00+00:00,3.37,277,-0.2,962.7
