time,wind_speed_100m,wind_speed_100m_previous_day1,wind_speed_100m_previous_day2,wind_speed_10m,wind_speed_10m_previous_day1,wind_speed_10m_previous_day2,temperature_2m,temperature_2m_previous_day1,temperature_2m_previous_day2
2026-02-09 00:00:00+00:00,11.2,10.31,10.6,6.72,5.87,6.08,-5.4,-6.4,-6.8
2026-02-09 01:00:00+00:00,10.7,10.71,10.4,6.13,6.18,5.83,-5.4,-6.1,-6.6
2026-02-09 02:00:00+00:00,10.65,10.6,10.52,5.85,5.94,5.63,-5.6,-6.0,-6.6
2026-02-09 03:00:00+00:00,9.83,9.25,10.65,5.57,5.43,5.54,-5.4,-5.6,-6.6
2026-02-09 04:00:00+00:00,9.35,9.0,10.3,5.43,5.43,5.63,-4.5,-4.9,-5.5
2026-02-09 05:00:00+00:00,10.3,10.0,9.61,6.53,6.33,5.77,-3.6,-4.4,-4.3
2026-02-09 06:00:00+00:00,10.9,11.45,10.27,6.84,7.4,6.21,-3.2,-3.7,-4.1
2026-02-09 07:00:00+00:00,10.69,10.84,8.66,6.74,7.12,5.3,-2.4,-3.2,-4.0
2026-02-09 08:00:00+00:00,10.21,10.63,9.15,6.59,7.06,5.9,-1.8,-2.6,-3.4
2026-02-09 09:00:00+00:00,9.71,10.14,9.49,6.4,6.74,6.18,-0.6,-1.9,-2.7
2026-02-09 10:00:00+00:00,9.3,9.48,9.51,6.11,6.32,6.14,-0.7,-1.3,-2.0
2026-02-09 11:00:00+00:00,9.1,9.13,9.35,5.85,5.95,6.02,-0.7,-1.4,-1.7
2026-02-09 12:00:00+00:00,8.64,8.37,8.18,5.41,5.06,5.02,-1.0,-1.7,-2.0
2026-02-09 13:00:00+00:00,8.54,8.07,7.83,5.35,5.12,4.18,-0.8,-1.2,-2.9
2026-02-09 14:00:00+00:00,8.54,8.51,8.29,5.44,5.41,3.32,-0.8,-0.8,-4.5
2026-02-09 15:00:00+00:00,8.41,8.22,8.36,5.16,5.14,3.26,-0.9,-0.5,-4.5
2026-02-09 16:00:00+00:00,7.69,7.78,7.52,4.98,4.83,3.49,0.0,-0.3,-2.5
2026-02-09 17:00:00+00:00,7.52,7.43,6.77,4.72,4.62,4.03,0.3,-0.6,-0.7
2026-02-09 18:00:00+00:00,7.84,8.06,9.4,4.79,4.81,3.31,-0.0,0.1,-5.7
2026-02-09 19:00:00+00:00,8.35,8.26,9.3,5.23,5.45,3.31,0.2,0.6,-5.3
2026-02-09 20:00:00+00:00,7.93,8.4,9.73,5.0,5.35,3.8,-0.3,0.2,-3.5
2026-02-09 21:00:00+00:00,8.55,8.22,10.21,5.3,5.21,4.0,-0.8,-1.0,-2.9
2026-02-09 22:00:00+00:00,9.06,9.34,10.43,4.8,4.5,4.4,-3.3,-4.0,-2.4
2026-02-09 23:00:00+00:00,9.18,9.41,9.79,3.92,4.0,5.84,-4.8,-4.4,-0.8
