time,wind_speed_100m,wind_speed_100m_previous_day1,wind_speed_100m_previous_day2,wind_speed_10m,wind_speed_10m_previous_day1,wind_speed_10m_previous_day2,temperature_2m,temperature_2m_previous_day1,temperature_2m_previous_day2
2026-02-09 00:00:00+00:00,10.19,10.47,10.54,5.01,5.55,5.33,-5.4,-4.7,-4.7
2026-02-09 01:00:00+00:00,9.56,9.58,9.94,4.72,4.94,4.98,-5.2,-4.5,-4.5
2026-02-09 02:00:00+00:00,8.73,9.02,8.8,4.44,4.58,4.44,-5.1,-4.4,-4.3
2026-02-09 03:00:00+00:00,8.74,9.16,9.01,4.25,4.44,4.41,-4.8,-4.2,-4.1
2026-02-09 04:00:00+00:00,9.64,9.38,8.48,4.76,4.97,4.06,-4.5,-3.7,-3.7
2026-02-09 05:00:00+00:00,9.32,8.86,7.86,4.7,4.81,4.1,-3.9,-3.2,-3.1
2026-02-09 06:00:00+00:00,7.69,7.75,7.5,4.46,4.18,4.19,-2.1,-2.7,-2.1
2026-02-09 07:00:00+00:00,6.76,6.36,6.86,4.6,3.77,4.05,-1.2,-1.7,-1.2
2026-02-09 08:00:00+00:00,6.6,5.35,6.6,4.25,3.41,3.76,-0.7,-1.0,-0.7
2026-02-09 09:00:00+00:00,6.53,5.28,6.23,3.67,3.09,3.38,-0.3,-0.6,-0.3
2026-02-09 10:00:00+00:00,6.08,5.25,5.71,3.04,2.86,2.91,0.1,-0.3,0.1
2026-02-09 11:00:00+00:00,6.09,4.82,5.06,2.96,2.38,2.38,0.4,0.0,0.4
2026-02-09 12:00:00+00:00,6.39,5.29,4.12,2.7,2.34,1.57,1.1,-0.0,0.2
2026-02-09 13:00:00+00:00,6.49,5.49,4.83,2.67,2.12,1.89,1.0,0.0,0.1
2026-02-09 14:00:00+00:00,6.34,5.65,5.98,2.42,2.31,2.38,1.1,0.2,0.3
2026-02-09 15:00:00+00:00,6.01,5.3,5.49,2.1,2.1,2.02,1.2,0.3,0.4
2026-02-09 16:00:00+00:00,6.23,4.16,5.92,2.24,1.58,2.1,1.3,0.3,0.5
2026-02-09 17:00:00+00:00,6.2,6.15,6.4,1.81,2.6,2.11,1.4,0.5,0.6
2026-02-09 18:00:00+00:00,4.29,6.14,4.95,1.02,2.3,2.11,0.8,0.9,0.0
2026-02-09 19:00:00+00:00,4.29,6.66,4.82,1.1,2.81,1.92,0.7,1.1,0.2
2026-02-09 20:00:00+00:00,4.97,6.27,5.92,1.66,2.66,2.66,0.3,1.4,0.6
2026-02-09 21:00:00+00:00,4.57,6.53,6.23,1.58,3.33,2.48,0.2,1.3,0.9
2026-02-09 22:00:00+00:00,4.57,6.74,6.72,1.73,3.61,3.16,-0.2,1.0,0.7
2026-02-09 23:00:00+00:00,5.43,9.0,6.61,2.42,4.53,3.36,-0.3,0.4,0.4
2026-02-10 00:00:00+00:00,8.52,11.15,10.48,4.37,6.98,6.11,-0.2,-0.1,0.4
2026-02-10 01:00:00+00:00,9.96,11.94,10.74,6.22,7.71,7.26,-0.8,-1.1,-0.7
2026-02-10 02:00:00+00:00,11.29,11.64,12.24,7.55,7.2,8.28,-1.6,-1.5,-2.0
2026-02-10 03:00:00+00:00,10.88,10.89,11.24,6.84,6.46,7.45,-2.0,-1.5,-2.6
2026-02-10 04:00:00+00:00,11.22,12.54,9.93,7.12,7.91,6.16,-1.8,-1.2,-2.3
2026-02-10 05:00:00+00:00,11.73,11.94,10.72,7.88,7.67,7.18,-1.6,-0.9,-1.5
2026-02-10 06:00:00+00:00,11.89,13.24,13.75,8.31,9.08,9.3,-1.2,-0.5,-0.5
2026-02-10 07:00:00+00:00,12.35,13.07,13.02,8.81,8.7,8.82,-1.1,-0.2,-0.3
2026-02-10 08:00:00+00:00,12.22,11.98,10.85,8.56,7.86,6.93,-1.0,-0.1,0.0
2026-02-10 09:00:00+00:00,12.68,11.22,12.38,8.77,7.23,8.21,-1.0,0.1,0.2
2026-02-10 10:00:00+00:00,10.76,10.88,11.78,7.46,7.11,7.79,-1.0,0.2,0.1
2026-02-10 11:00:00+00:00,10.79,10.33,11.06,7.07,6.89,7.24,-1.0,-0.1,0.2
2026-02-10 12:00:00+00:00,9.76,10.08,10.66,6.38,6.59,6.88,-1.3,-0.2,-0.1
2026-02-10 13:00:00+00:00,10.3,10.54,11.03,6.4,6.44,6.71,-1.5,-0.6,-0.3
2026-02-10 14:00:00+00:00,9.89,10.25,11.19,5.99,5.72,6.62,-1.8,-0.8,-0.4
2026-02-10 15:00:00+00:00,9.78,10.56,11.49,5.86,6.17,7.08,-2.0,-0.8,-0.5
2026-02-10 16:00:00+00:00,10.5,10.99,10.3,6.44,6.66,6.22,-2.2,-0.7,-0.7
2026-02-10 17:00:00+00:00,10.61,11.83,10.77,6.59,7.46,6.58,-2.4,-0.7,-0.8
2026-02-10 18:00:00+00:00,10.91,11.78,10.11,7.03,7.26,5.47,-4.4,-1.1,-0.5
2026-02-10 19:00:00+00:00,12.71,12.73,9.38,9.42,8.39,5.69,-6.3,-1.8,-0.9
2026-02-10 20:00:00+00:00,12.93,12.36,9.26,9.07,8.51,5.42,-9.9,-4.6,-1.5
2026-02-10 21:00:00+00:00,12.71,13.23,10.06,8.63,9.2,6.77,-11.5,-7.5,-3.8
