time,wind_speed_100m,wind_direction_100m,temperature_2m,surface_pressure
2025-01-01 00:00:00+00:00,3.58,240,-13.5,975.9
2025-01-01 01:00:00+00:00,3.42,241,-13.6,975.8
2025-01-01 02:00:00+00:00,3.36,233,-13.2,975.9
2025-01-01 03:00:00+00:00,3.93,227,-13.1,975.6
2025-01-01 04:00:00+00:00,4.92,224,-12.8,976.0
2025-01-01 05:00:00+00:00,5.31,222,-11.6,976.4
2025-01-01 06:00:00+00:00,5.51,219,-11.7,976.2
2025-01-01 07:00:00+00:00,6.02,212,-11.4,975.5
2025-01-01 08:00:00+00:00,6.87,208,-9.0,975.2
2025-01-01 09:00:00+00:00,7.81,208,-9.1,974.5
2025-01-01 10:00:00+00:00,9.55,198,-7.9,973.8
2025-01-01 11:00:00+00:00,9.66,203,-7.7,973.6
2025-01-01 12:00:00+00:00,10.02,207,-7.6,973.6
2025-01-01 13:00:00+00:00,10.44,208,-7.6,973.1
2025-01-01 14:00:00+00:00,10.82,208,-6.7,972.8
2025-01-01 15:00:00+00:00,11.63,208,-6.6,971.7
2025-01-01 16:00:00+00:00,12.73,205,-6.0,970.7
2025-01-01 17:00:00+00:00,13.6,203,-5.2,969.6
2025-01-01 18:00:00+00:00,14.04,207,-5.1,969.3
2025-01-01 19:00:00+00:00,14.27,213,-5.1,969.2
2025-01-01 20:00:00+00:00,14.19,219,-4.4,968.9
2025-01-01 21:00:00+00:00,13.41,227,-4.2,968.8
2025-01-01 22:00:00+00:00,12.83,235,-4.5,968.7
2025-01-01 23:00:00+00:00,11.29,250,-4.0,969.5
2025-01-02 00:00:00+00:00,10.26,264,-3.8,970.1
2025-01-02 01:00:00+00:00,9.85,270,-4.3,971.4
2025-01-02 02:00:00+00:00,9.57,274,-6.1,972.5
2025-01-02 03:00:00+00:00,8.59,276,-6.8,973.6
2025-01-02 04:00:00+00:00,7.62,274,-7.5,974.6
2025-01-02 05:00:00+00:00,7.02,274,-7.6,975.9
2025-01-02 06:00:00+00:00,6.31,273,-7.7,976.8
2025-01-02 07:00:00+00:00,5.48,264,-7.9,977.0
2025-01-02 08:00:00+00:00,5.27,253,-8.0,977.3
2025-01-02 09:00:00+00:00,5.57,249,-8.2,977.6
2025-01-02 10:00:00+00:00,5.71,247,-9.3,978.2
2025-01-02 11:00:00+00:00,5.48,243,-9.5,978.1
2025-01-02 12:00:00+00:00,5.78,240,-10.0,978.4
2025-01-02 13:00:00+00:00,5.86,231,-10.2,978.7
2025-01-02 14:00:00+00:00,6.42,221,-11.3,978.6
2025-01-02 15:00:00+00:00,7.05,218,-11.6,978.5
2025-01-02 16:00:00+00:00,7.48,216,-11.4,978.3
2025-01-02 17:00:00+00:00,8.02,216,-11.0,978.2
2025-01-02 18:00:00+00:00,8.67,217,-11.0,978.3
2025-01-02 19:00:00+00:00,9.07,219,-10.1,978.3
2025-01-02 20:00:00+00:00,9.41,220,-9.3,978.1
2025-01-02 21:00:00+00:00,9.9,218,-9.9,977.7
2025-01-02 22:00:00+00:00,10.43,215,-8.7,977.1
2025-01-02 23:00:00+00:00,10.66,219,-8.2,977.6
2025-01-03 00:00:00+00:00,10.9,218,-8.5,976.9
2025-01-03 01:00:00+00:00,11.18,218,-7.8,977.1
2025-01-03 02:00:00+00:00,11.24,220,-6.7,977.2
2025-01-03 03:00:00+00:00,11.08,222,-6.4,977.1
2025-01-03 04:00:00+00:00,10.93,224,-6.2,977.1
2025-01-03 05:00:00+00:00,10.93,224,-4.3,977.7
2025-01-03 06:00:00+00:00,11.02,221,-4.3,977.6
2025-01-03 07:00:00+00:00,10.97,220,-4.2,977.8
2025-01-03 08:00:00+00:00,10.82,220,-3.0,978.0
2025-01-03 09:00:00+00:00,11.14,224,-3.0,977.8
2025-01-03 10:00:00+00:00,10.39,232,-2.6,978.1
2025-01-03 11:00:00+00:00,9.64,234,-2.5,978.0
2025-01-03 12:00:00+00:00,9.07,231,-2.1,978.2
2025-01-03 13:00:00+00:00,8.79,229,-2.1,978.5
2025-01-03 14:00:00+00:00,8.44,230,-2.4,978.6
2025-01-03 15:00:00+00:00,8.01,229,-2.4,978.8
2025-01-03 16:00:00+00:00,7.75,227,-2.4,978.8
2025-01-03 17:00:00+00:00,7.53,223,-2.7,979.1
2025-01-03 18:00:00+00:00,7.37,221,-2.5,979.3
2025-01-03 19:00:00+00:00,7.15,222,-2.6,979.5
2025-01-03 20:00:00+00:00,6.79,224,-2.8,979.5
2025-01-03 21:00:00+00:00,6.44,227,-2.7,979.3
2025-01-03 22:00:00+00:00,5.21,229,-3.6,979.1
2025-01-03 23:00:00+00:00,4.88,223,-3.5,979.1
2025-01-04 00:00:00+00:00,5.05,219,-3.5,978.8
2025-01-04 01:00:00+00:00,5.27,215,-3.4,979.0
2025-01-04 02:00:00+00:00,5.45,212,-3.4,979.2
2025-01-04 03:00:00+00:00,5.61,208,-3.7,979.4
2025-01-04 04:00:00+00:00,5.44,208,-3.6,979.4
2025-01-04 05:00:00+00:00,4.84,210,-2.5,980.1
2025-01-04 06:00:00+00:00,3.82,212,-2.5,979.8
2025-01-04 07:00:00+00:00,3.05,221,-2.3,979.4
2025-01-04 08:00:00+00:00,2.75,237,-1.5,979.1
2025-01-04 09:00:00+00:00,2.12,236,-1.7,978.4
2025-01-04 10:00:00+00:00,1.45,221,-2.4,978.2
2025-01-04 11:00:00+00:00,1.82,201,-2.5,977.9
2025-01-04 12:00:00+00:00,2.84,189,-2.5,978.4
2025-01-04 13:00:00+00:00,3.52,191,-2.5,978.9
2025-01-04 14:00:00+00:00,3.75,201,-3.6,979.0
2025-01-04 15:00:00+00:00,3.86,211,-2.8,979.0
2025-01-04 16:00:00+00:00,3.65,213,-3.3,978.7
2025-01-04 17:00:00+00:00,3.37,215,-3.0,978.5
2025-01-04 18:00:00+00:00,2.79,224,-2.9,978.6
2025-01-04 19:00:00+00:00,2.51,224,-2.7,978.5
2025-01-04 20:00:00+00:00,3.64,212,-3.7,978.7
2025-01-04 21:00:00+00:00,4.56,212,-3.3,979.3
2025-01-04 22:00:00+00:00,3.91,219,-4.1,979.2
2025-01-04 23:00:00+00:00,2.97,216,-4.2,979.1
2025-01-05 00:00:00+00:00,2.48,205,-4.3,978.8
2025-01-05 01:00:00+00:00,2.53,195,-4.2,978.9
2025-01-05 02:00:00+00:00,2.87,187,-4.9,978.8
2025-01-05 03:00:00+00:00,3.6,182,-4.4,979.3
2025-01-05 04:00:00+00:00,4.4,183,-4.3,979.6
2025-01-05 05:00:00+00:00,5.02,186,-3.6,979.8
2025-01-05 06:00:00+00:00,4.9,188,-3.6,979.8
2025-01-05 07:00:00+00:00,4.45,192,-3.7,979.5
2025-01-05 08:00:00+00:00,4.05,198,-3.3,979.2
2025-01-05 09:00:00+00:00,3.6,204,-3.4,978.8
2025-01-05 10:00:00+00:00,3.96,190,-4.4,979.1
2025-01-05 11:00:00+00:00,3.97,185,-4.5,978.5
2025-01-05 12:00:00+00:00,3.85,182,-4.5,978.9
2025-01-05 13:00:00+00:00,4.47,174,-4.8,978.9
2025-01-05 14:00:00+00:00,5.44,169,-5.9,979.1
2025-01-05 15:00:00+00:00,5.3,172,-6.0,978.9
2025-01-05 16:00:00+00:00,5.18,173,-6.3,978.9
2025-01-05 17:00:00+00:00,5.38,174,-6.1,979.0
2025-01-05 18:00:00+00:00,5.27,175,-6.0,979.0
2025-01-05 19:00:00+00:00,5.31,177,-5.7,978.9
2025-01-05 20:00:00+00:00,5.45,179,-5.8,978.6
2025-01-05 21:00:00+00:00,5.11,183,-5.6,978.7
2025-01-05 22:00:00+00:00,4.35,181,-5.7,978.9
2025-01-05 23:00:00+00:00,4.51,176,-5.7,979.2
2025-01-06 00:00:00+00:00,5.18,173,-5.4,978.6
2025-01-06 01:00:00+00:00,5.55,178,-5.2,978.9
2025-01-06 02:00:00+00:00,5.42,189,-4.6,979.0
2025-01-06 03:00:00+00:00,5.08,204,-4.2,979.6
2025-01-06 04:00:00+00:00,4.87,219,-4.3,980.1
2025-01-06 05:00:00+00:00,4.49,226,-3.4,980.6
2025-01-06 06:00:00+00:00,3.75,225,-3.8,980.4
2025-01-06 07:00:00+00:00,3.06,218,-4.1,980.6
2025-01-06 08:00:00+00:00,2.75,213,-3.4,980.5
2025-01-06 09:00:00+00:00,2.58,202,-3.1,980.4
2025-01-06 10:00:00+00:00,1.93,201,-3.0,980.8
2025-01-06 11:00:00+00:00,2.36,167,-2.8,980.9
2025-01-06 12:00:00+00:00,3.6,153,-2.5,980.8
2025-01-06 13:00:00+00:00,4.76,144,-2.6,980.9
2025-01-06 14:00:00+00:00,5.41,137,-2.8,980.9
2025-01-06 15:00:00+00:00,5.66,133,-2.9,980.8
2025-01-06 16:00:00+00:00,5.92,131,-3.0,980.6
2025-01-06 17:00:00+00:00,6.4,135,-3.0,980.4
2025-01-06 18:00:00+00:00,6.75,141,-2.8,979.9
2025-01-06 19:00:00+00:00,6.93,141,-2.6,979.7
2025-01-06 20:00:00+00:00,7.28,134,-2.3,979.1
2025-01-06 21:00:00+00:00,8.11,128,-1.9,978.5
2025-01-06 22:00:00+00:00,9.18,131,-2.4,977.4
2025-01-06 23:00:00+00:00,9.67,131,-2.2,976.7
2025-01-07 00:00:00+00:00,9.99,132,-1.8,975.6
2025-01-07 01:00:00+00:00,10.19,133,-2.3,974.7
2025-01-07 02:00:00+00:00,9.82,139,-1.9,974.1
2025-01-07 03:00:00+00:00,9.66,144,-1.6,973.7
2025-01-07 04:00:00+00:00,9.73,149,-1.7,973.4
2025-01-07 05:00:00+00:00,9.64,155,-0.9,972.8
2025-01-07 06:00:00+00:00,9.41,160,-0.7,972.1
2025-01-07 07:00:00+00:00,8.46,163,-1.0,971.1
2025-01-07 08:00:00+00:00,8.19,166,-0.9,970.2
2025-01-07 09:00:00+00:00,7.64,171,-0.6,969.5
2025-01-07 10:00:00+00:00,5.77,176,-1.3,968.9
2025-01-07 11:00:00+00:00,4.75,178,-1.2,969.0
2025-01-07 12:00:00+00:00,3.75,182,-1.2,968.7
2025-01-07 13:00:00+00:00,3.22,192,-1.1,968.9
2025-01-07 14:00:00+00:00,2.59,230,-1.5,969.2
2025-01-07 15:00:00+00:00,4.43,294,-1.2,969.5
2025-01-07 16:00:00+00:00,8.25,321,-0.7,970.6
2025-01-07 17:00:00+00:00,11.91,336,-1.9,971.2
2025-01-07 18:00:00+00:00,14.63,345,-2.7,972.8
2025-01-07 19:00:00+00:00,15.14,347,-3.6,974.2
2025-01-07 20:00:00+00:00,15.13,345,-5.3,975.5
2025-01-07 21:00:00+00:00,15.12,342,-5.5,977.2
2025-01-07 22:00:00+00:00,15.6,340,-8.3,979.2
2025-01-07 23:00:00+00:00,15.11,338,-8.1,980.9
2025-01-08 00:00:00+00:00,13.99,338,-8.3,983.0
2025-01-08 01:00:00+00:00,13.2,338,-9.2,985.0
2025-01-08 02:00:00+00:00,12.67,337,-12.0,986.7
2025-01-08 03:00:00+00:00,11.94,340,-12.3,988.5
2025-01-08 04:00:00+00:00,11.1,345,-13.0,990.3
2025-01-08 05:00:00+00:00,10.08,349,-13.6,991.5
2025-01-08 06:00:00+00:00,8.83,352,-13.7,992.4
2025-01-08 07:00:00+00:00,7.63,352,-13.4,993.1
2025-01-08 08:00:00+00:00,6.61,347,-12.5,994.1
2025-01-08 09:00:00+00:00,5.6,343,-13.0,994.4
2025-01-08 10:00:00+00:00,4.54,343,-12.1,995.8
2025-01-08 11:00:00+00:00,3.78,349,-13.2,996.4
2025-01-08 12:00:00+00:00,2.92,7,-12.3,997.2
2025-01-08 13:00:00+00:00,1.91,43,-11.2,997.6
2025-01-08 14:00:00+00:00,1.86,104,-13.4,997.7
2025-01-08 15:00:00+00:00,2.94,145,-15.1,997.6
2025-01-08 16:00:00+00:00,4.05,164,-14.7,997.9
2025-01-08 17:00:00+00:00,4.65,178,-15.7,998.1
2025-01-08 18:00:00+00:00,4.78,187,-15.7,998.2
2025-01-08 19:00:00+00:00,5.13,190,-15.8,998.3
2025-01-08 20:00:00+00:00,5.4,193,-16.3,998.1
2025-01-08 21:00:00+00:00,5.61,198,-17.5,997.9
2025-01-08 22:00:00+00:00,5.91,204,-17.3,998.2
2025-01-08 23:00:00+00:00,5.52,206,-17.9,997.6
2025-01-09 00:00:00+00:00,5.1,209,-17.6,997.7
2025-01-09 01:00:00+00:00,4.6,211,-14.9,998.3
2025-01-09 02:00:00+00:00,3.98,208,-13.6,998.5
2025-01-09 03:00:00+00:00,3.53,201,-13.7,998.5
2025-01-09 04:00:00+00:00,3.52,191,-13.4,998.7
2025-01-09 05:00:00+00:00,3.76,185,-11.3,999.2
2025-01-09 06:00:00+00:00,3.8,178,-11.2,998.9
2025-01-09 07:00:00+00:00,3.62,174,-11.0,998.7
2025-01-09 08:00:00+00:00,3.35,170,-9.6,998.4
2025-01-09 09:00:00+00:00,3.23,164,-9.7,997.7
