time,wind_speed_100m,wind_speed_100m_previous_day1,wind_speed_100m_previous_day2,wind_speed_10m,wind_speed_10m_previous_day1,wind_speed_10m_previous_day2,temperature_2m,temperature_2m_previous_day1,temperature_2m_previous_day2
2026-02-09 00:00:00+00:00,11.64,11.81,12.06,3.96,4.32,4.1,-7.9,-7.3,-8.0
2026-02-09 01:00:00+00:00,12.09,11.72,13.96,4.03,4.61,5.55,-8.1,-6.8,-7.2
2026-02-09 02:00:00+00:00,12.85,11.77,12.88,4.34,5.05,5.22,-8.0,-6.3,-6.2
2026-02-09 03:00:00+00:00,13.13,10.7,11.5,4.63,4.65,4.79,-7.8,-6.1,-6.2
2026-02-09 04:00:00+00:00,13.13,10.29,11.46,4.85,4.02,4.52,-7.3,-5.1,-5.8
2026-02-09 05:00:00+00:00,12.09,10.02,11.02,5.31,4.7,5.3,-6.2,-4.3,-5.0
2026-02-09 06:00:00+00:00,10.58,10.35,10.28,5.51,4.8,5.22,-4.7,-4.6,-4.4
2026-02-09 07:00:00+00:00,9.41,9.98,9.27,5.1,5.32,4.88,-4.3,-3.7,-3.8
2026-02-09 08:00:00+00:00,9.03,9.53,8.64,5.0,5.28,4.85,-3.3,-3.1,-3.0
2026-02-09 09:00:00+00:00,8.6,9.14,8.43,4.91,5.22,4.75,-2.6,-2.5,-2.3
2026-02-09 10:00:00+00:00,8.44,8.3,8.86,4.72,4.78,4.66,-2.1,-2.1,-1.9
2026-02-09 11:00:00+00:00,8.53,8.01,8.77,4.33,4.18,4.26,-1.8,-2.0,-1.8
2026-02-09 12:00:00+00:00,9.17,8.58,9.05,4.01,4.08,4.03,-1.8,-2.4,-2.3
2026-02-09 13:00:00+00:00,9.7,9.61,9.8,4.14,4.14,4.0,-1.7,-2.4,-2.1
2026-02-09 14:00:00+00:00,9.57,9.88,10.31,4.15,4.51,3.81,-1.5,-2.4,-2.2
2026-02-09 15:00:00+00:00,9.12,9.32,10.39,3.86,4.27,3.61,-1.2,-2.2,-2.4
2026-02-09 16:00:00+00:00,8.94,9.19,10.59,3.58,4.03,3.69,-1.0,-2.2,-2.2
2026-02-09 17:00:00+00:00,9.02,8.98,10.56,3.58,3.67,3.67,-1.0,-2.0,-2.2
2026-02-09 18:00:00+00:00,9.18,9.34,9.14,3.7,4.31,3.13,-0.3,-1.8,-2.8
2026-02-09 19:00:00+00:00,9.43,9.04,9.09,3.92,3.96,3.23,-0.0,-1.6,-2.4
2026-02-09 20:00:00+00:00,9.42,9.38,8.77,3.86,3.96,3.24,0.2,-1.5,-1.9
2026-02-09 21:00:00+00:00,9.17,10.08,9.33,3.61,4.24,3.54,0.1,-1.2,-1.5
2026-02-09 22:00:00+00:00,9.82,9.08,9.12,3.83,3.71,3.47,0.2,-0.8,-1.1
2026-02-09 23:00:00+00:00,8.7,9.73,9.51,3.1,3.92,3.64,0.3,-0.5,-0.8
2026-02-10 00:00:00+00:00,8.49,9.11,8.06,3.05,4.72,2.8,0.3,0.0,-0.4
2026-02-10 01:00:00+00:00,7.8,8.21,7.94,3.18,3.94,2.82,0.2,-0.1,-0.1
