time,wind_speed_100m,wind_speed_100m_previous_day1,wind_speed_100m_previous_day2,wind_speed_10m,wind_speed_10m_previous_day1,wind_speed_10m_previous_day2,temperature_2m,temperature_2m_previous_day1,temperature_2m_previous_day2
2026-02-09 00:00:00+00:00,10.36,10.87,10.92,5.71,6.05,6.08,-7.8,-6.5,-6.5
2026-02-09 01:00:00+00:00,9.97,10.42,10.34,5.51,5.73,5.64,-7.3,-6.2,-6.3
2026-02-09 02:00:00+00:00,9.54,9.85,9.73,5.2,5.4,5.3,-6.7,-5.9,-6.1
2026-02-09 03:00:00+00:00,9.23,9.42,9.3,5.1,5.2,5.11,-6.1,-5.6,-5.7
2026-02-09 04:00:00+00:00,9.24,9.33,9.11,5.3,5.3,5.1,-5.5,-5.1,-5.3
2026-02-09 05:00:00+00:00,9.46,9.45,9.15,5.52,5.61,5.32,-4.9,-4.6,-4.7
2026-02-09 06:00:00+00:00,9.6,9.6,9.24,5.74,5.72,5.46,-4.2,-4.0,-4.2
2026-02-09 07:00:00+00:00,9.67,9.83,9.34,5.66,5.66,5.51,-3.4,-3.3,-3.6
2026-02-09 08:00:00+00:00,9.6,10.1,9.59,5.38,5.51,5.55,-2.6,-2.5,-2.9
2026-02-09 09:00:00+00:00,9.55,10.28,9.68,5.22,5.48,5.58,-1.9,-1.9,-2.4
2026-02-09 10:00:00+00:00,9.34,10.12,9.68,5.1,5.51,5.58,-1.5,-1.5,-1.9
2026-02-09 11:00:00+00:00,8.95,9.84,9.65,5.16,5.54,5.53,-1.2,-1.2,-1.5
2026-02-09 12:00:00+00:00,8.77,9.53,9.59,5.15,5.54,5.51,-1.0,-1.1,-1.2
2026-02-09 13:00:00+00:00,8.77,9.53,9.66,5.2,5.44,5.49,-0.7,-1.1,-1.1
2026-02-09 14:00:00+00:00,9.01,9.53,9.82,5.19,5.35,5.49,-0.5,-1.2,-1.1
2026-02-09 15:00:00+00:00,9.12,9.43,9.92,5.25,5.25,5.49,-0.3,-1.1,-1.2
2026-02-09 16:00:00+00:00,9.23,8.97,9.93,5.44,5.06,5.43,-0.1,-0.7,-1.4
2026-02-09 17:00:00+00:00,9.39,8.33,9.81,5.69,4.78,5.32,0.1,-0.0,-1.6
2026-02-09 18:00:00+00:00,9.44,7.96,9.77,5.81,4.59,5.28,0.2,0.5,-1.7
2026-02-09 19:00:00+00:00,9.39,8.14,9.72,5.81,4.75,5.31,0.4,0.7,-1.5
2026-02-09 20:00:00+00:00,9.26,8.5,9.63,5.73,5.02,5.31,0.5,0.8,-1.2
2026-02-09 21:00:00+00:00,8.99,8.59,9.44,5.46,5.06,5.22,0.5,0.9,-1.0
2026-02-09 22:00:00+00:00,8.45,8.15,9.03,5.15,4.65,4.94,0.4,0.9,-0.9
2026-02-09 23:00:00+00:00,7.83,7.41,8.5,4.61,4.16,4.7,0.1,0.8,-0.9
2026-02-10 00:00:00+00:00,7.26,6.8,8.08,4.29,3.77,4.38,-0.1,0.7,-0.8
2026-02-10 01:00:00+00:00,6.88,6.51,7.6,4.05,3.62,4.22,-0.1,0.6,-0.5
2026-02-10 02:00:00+00:00,6.72,6.5,7.38,4.04,3.83,4.12,-0.1,0.5,-0.1
2026-02-10 03:00:00+00:00,6.92,7.02,7.36,4.2,4.27,4.31,-0.2,0.3,0.1
2026-02-10 04:00:00+00:00,7.56,8.23,7.91,4.83,5.24,4.8,-0.6,0.1,-0.1
2026-02-10 05:00:00+00:00,8.93,9.78,8.81,5.89,6.51,5.64,-1.1,-0.2,-0.6
2026-02-10 06:00:00+00:00,10.04,11.02,9.89,6.84,7.43,6.48,-1.5,-0.5,-0.9
2026-02-10 07:00:00+00:00,10.67,11.49,11.0,7.34,7.8,7.34,-1.6,-0.8,-1.1
