time,wind_speed_100m,wind_speed_100m_previous_day1,wind_speed_100m_previous_day2,wind_speed_10m,wind_speed_10m_previous_day1,wind_speed_10m_previous_day2,temperature_2m,temperature_2m_previous_day1,temperature_2m_previous_day2
2024-02-16 00:00:00+00:00,,,,5.26,5.53,5.53,4.0,3.4,3.2
2024-02-16 01:00:00+00:00,,,,6.0,6.2,6.4,3.6,2.7,2.6
2024-02-16 02:00:00+00:00,,,,6.75,6.96,7.37,2.9,1.7,1.7
2024-02-16 03:00:00+00:00,,,,7.54,7.76,8.27,1.9,0.7,0.7
2024-02-16 04:00:00+00:00,,,,8.68,8.67,9.24,0.6,-0.2,-0.6
2024-02-16 05:00:00+00:00,,,,9.88,9.68,10.19,-0.9,-1.0,-2.0
2024-02-16 06:00:00+00:00,,,,10.87,10.44,10.89,-2.4,-2.0,-3.4
2024-02-16 07:00:00+00:00,,,,11.38,10.91,11.28,-3.9,-3.3,-4.7
2024-02-16 08:00:00+00:00,,,,11.67,11.09,11.4,-5.4,-4.8,-5.9
2024-02-16 09:00:00+00:00,,,,11.85,11.3,11.45,-6.9,-6.2,-7.1
2024-02-16 10:00:00+00:00,,,,11.83,11.48,11.57,-8.5,-7.7,-8.3
2024-02-16 11:00:00+00:00,,,,11.81,11.55,11.72,-10.0,-9.1,-9.6
2024-02-16 12:00:00+00:00,,,,11.79,11.61,11.84,-11.2,-10.3,-10.7
2024-02-16 13:00:00+00:00,,,,12.08,11.85,12.08,-11.9,-10.9,-11.4
2024-02-16 14:00:00+00:00,,,,12.5,12.09,12.4,-12.3,-11.1,-11.9
2024-02-16 15:00:00+00:00,,,,12.91,12.28,12.66,-12.7,-11.5,-12.4
2024-02-16 16:00:00+00:00,,,,13.22,12.33,12.66,-13.4,-12.1,-12.9
2024-02-16 17:00:00+00:00,,,,13.55,12.34,12.58,-14.0,-12.7,-13.5
2024-02-16 18:00:00+00:00,,,,13.4,12.25,12.32,-14.7,-13.4,-14.1
2024-02-16 19:00:00+00:00,,,,12.61,11.88,11.96,-15.3,-14.0,-14.8
2024-02-16 20:00:00+00:00,,,,11.51,11.47,11.45,-15.8,-14.6,-15.6
2024-02-16 21:00:00+00:00,,,,10.55,10.89,10.95,-16.3,-15.1,-16.3
2024-02-16 22:00:00+00:00,,,,9.95,10.4,10.53,-16.8,-15.7,-16.9
2024-02-16 23:00:00+00:00,,,,9.43,9.88,10.2,-17.3,-16.2,-17.5
2024-02-17 00:00:00+00:00,,,,8.86,9.22,9.79,-17.5,-16.7,-18.0
2024-02-17 01:00:00+00:00,,,,8.17,8.28,8.9,-17.4,-17.2,-18.6
2024-02-17 02:00:00+00:00,,,,7.52,7.2,7.87,-17.2,-17.6,-19.2
2024-02-17 03:00:00+00:00,,,,6.58,6.31,7.03,-16.6,-17.6,-19.3
2024-02-17 04:00:00+00:00,,,,5.52,6.04,6.66,-15.6,-17.1,-18.7
2024-02-17 05:00:00+00:00,,,,4.27,5.91,6.44,-14.2,-16.3,-17.7
2024-02-17 06:00:00+00:00,,,,2.92,5.37,5.95,-12.8,-15.4,-16.7
2024-02-17 07:00:00+00:00,,,,1.48,3.89,4.65,-11.5,-14.5,-15.7
2024-02-17 08:00:00+00:00,,,,1.8,2.04,3.09,-10.1,-13.5,-14.8
2024-02-17 09:00:00+00:00,,,,3.11,0.92,1.75,-9.1,-12.7,-14.2
2024-02-17 10:00:00+00:00,,,,3.88,1.46,1.08,-8.7,-12.5,-14.2
2024-02-17 11:00:00+00:00,,,,4.25,2.28,1.17,-8.7,-12.5,-14.6
2024-02-17 12:00:00+00:00,,,,4.71,3.11,1.61,-8.9,-12.5,-15.1
2024-02-17 13:00:00+00:00,,,,5.22,4.0,2.06,-9.4,-12.4,-15.7
2024-02-17 14:00:00+00:00,,,,5.64,4.98,2.55,-10.1,-12.3,-16.4
2024-02-17 15:00:00+00:00,,,,5.99,5.69,3.08,-10.7,-12.4,-16.6
2024-02-17 16:00:00+00:00,,,,6.17,6.14,3.77,-11.1,-12.6,-15.9
2024-02-17 17:00:00+00:00,,,,6.26,6.33,4.48,-11.4,-13.0,-14.8
2024-02-17 18:00:00+00:00,,,,6.32,6.32,4.92,-11.7,-13.3,-14.0
2024-02-17 19:00:00+00:00,,,,6.32,6.08,5.06,-11.9,-13.6,-13.9
2024-02-17 20:00:00+00:00,,,,6.26,5.64,4.89,-12.0,-13.9,-14.1
2024-02-17 21:00:00+00:00,,,,6.31,5.37,4.66,-12.2,-14.0,-14.3
2024-02-17 22:00:00+00:00,,,,6.31,5.68,4.34,-12.6,-13.6,-14.7
2024-02-17 23:00:00+00:00,,,,6.31,6.22,4.11,-13.1,-13.1,-15.1
2024-02-18 00:00:00+00:00,,,,6.44,6.62,4.03,-13.3,-12.5,-15.2
2024-02-18 01:00:00+00:00,,,,6.62,6.75,4.48,-13.1,-12.2,-14.9
2024-02-18 02:00:00+00:00,,,,6.71,6.8,5.32,-12.7,-11.8,-14.3
2024-02-18 03:00:00+00:00,,,,6.94,6.98,5.99,-11.9,-11.1,-13.5
2024-02-18 04:00:00+00:00,,,,7.2,7.43,6.67,-10.7,-9.7,-12.2
