time,wind_speed_100m,wind_direction_100m,temperature_2m,surface_pressure
2025-01-01 00:00:00+00:00,4.59,235,-10.9,949.9
2025-01-01 01:00:00+00:00,4.92,228,-11.2,949.9
2025-01-01 02:00:00+00:00,5.06,224,-12.5,949.1
2025-01-01 03:00:00+00:00,5.14,221,-12.5,948.9
2025-01-01 04:00:00+00:00,5.53,217,-12.1,948.9
2025-01-01 05:00:00+00:00,5.87,214,-11.1,949.0
2025-01-01 06:00:00+00:00,6.16,212,-10.8,948.6
2025-01-01 07:00:00+00:00,8.04,215,-11.0,947.8
2025-01-01 08:00:00+00:00,8.41,215,-10.4,947.4
2025-01-01 09:00:00+00:00,8.94,214,-10.5,946.8
2025-01-01 10:00:00+00:00,8.85,210,-10.9,947.3
2025-01-01 11:00:00+00:00,9.7,212,-11.2,946.7
2025-01-01 12:00:00+00:00,10.35,214,-11.0,946.4
2025-01-01 13:00:00+00:00,10.55,213,-10.6,946.0
2025-01-01 14:00:00+00:00,11.12,211,-8.8,945.9
2025-01-01 15:00:00+00:00,11.59,212,-8.6,945.1
2025-01-01 16:00:00+00:00,12.0,212,-8.4,944.4
2025-01-01 17:00:00+00:00,12.19,211,-7.0,944.0
2025-01-01 18:00:00+00:00,12.68,210,-7.1,943.3
2025-01-01 19:00:00+00:00,13.33,211,-6.9,942.4
2025-01-01 20:00:00+00:00,13.97,213,-6.1,942.1
2025-01-01 21:00:00+00:00,14.3,213,-5.8,941.0
2025-01-01 22:00:00+00:00,15.52,213,-5.0,940.8
2025-01-01 23:00:00+00:00,15.5,216,-4.8,939.8
2025-01-02 00:00:00+00:00,15.24,221,-4.7,939.4
2025-01-02 01:00:00+00:00,14.5,227,-4.7,939.3
2025-01-02 02:00:00+00:00,13.77,236,-4.7,939.8
2025-01-02 03:00:00+00:00,13.55,244,-4.7,940.6
2025-01-02 04:00:00+00:00,13.42,249,-5.3,941.7
2025-01-02 05:00:00+00:00,12.93,251,-6.0,942.8
2025-01-02 06:00:00+00:00,12.3,253,-6.0,943.8
2025-01-02 07:00:00+00:00,12.16,255,-6.0,944.7
2025-01-02 08:00:00+00:00,11.63,256,-6.9,945.2
2025-01-02 09:00:00+00:00,11.19,257,-7.1,946.3
2025-01-02 10:00:00+00:00,11.21,258,-8.7,947.9
2025-01-02 11:00:00+00:00,10.45,256,-9.0,948.5
2025-01-02 12:00:00+00:00,9.87,250,-9.3,949.1
2025-01-02 13:00:00+00:00,9.6,245,-9.6,949.9
