time,wind_speed_100m,wind_direction_100m,temperature_2m,surface_pressure
2025-01-01 00:00:00+00:00,1.17,130,-6.2,978.6
2025-01-01 01:00:00+00:00,1.1,120,-6.3,978.7
2025-01-01 02:00:00+00:00,0.97,125,-6.1,978.7
2025-01-01 03:00:00+00:00,0.99,135,-5.8,978.8
2025-01-01 04:00:00+00:00,0.88,137,-6.2,978.7
2025-01-01 05:00:00+00:00,0.81,150,-4.8,979.1
2025-01-01 06:00:00+00:00,0.73,164,-4.9,978.8
2025-01-01 07:00:00+00:00,0.85,159,-4.9,978.5
2025-01-01 08:00:00+00:00,0.9,146,-4.0,978.4
2025-01-01 09:00:00+00:00,0.99,139,-3.8,978.8
2025-01-01 10:00:00+00:00,1.0,127,-5.1,979.7
2025-01-01 11:00:00+00:00,1.32,115,-4.6,979.7
2025-01-01 12:00:00+00:00,1.44,104,-4.7,979.5
2025-01-01 13:00:00+00:00,1.21,97,-4.7,979.3
2025-01-01 14:00:00+00:00,0.54,124,-4.7,979.1
2025-01-01 15:00:00+00:00,0.45,174,-4.6,979.0
2025-01-01 16:00:00+00:00,0.46,193,-4.7,978.5
2025-01-01 17:00:00+00:00,0.8,176,-4.5,978.7
2025-01-01 18:00:00+00:00,1.32,171,-4.4,978.6
2025-01-01 19:00:00+00:00,1.77,158,-4.3,978.5
2025-01-01 20:00:00+00:00,1.89,143,-4.2,978.1
2025-01-01 21:00:00+00:00,2.11,126,-4.1,977.7
2025-01-01 22:00:00+00:00,2.75,115,-4.5,977.9
2025-01-01 23:00:00+00:00,1.91,110,-4.5,976.6
2025-01-02 00:00:00+00:00,0.72,115,-5.3,976.7
2025-01-02 01:00:00+00:00,0.6,204,-5.1,976.7
2025-01-02 02:00:00+00:00,0.94,212,-4.7,976.6
2025-01-02 03:00:00+00:00,1.56,186,-4.4,976.7
2025-01-02 04:00:00+00:00,2.26,175,-4.5,976.7
2025-01-02 05:00:00+00:00,2.26,175,-2.4,977.1
2025-01-02 06:00:00+00:00,1.76,173,-3.0,976.3
2025-01-02 07:00:00+00:00,1.03,166,-2.9,975.9
2025-01-02 08:00:00+00:00,1.03,194,-2.6,975.6
2025-01-02 09:00:00+00:00,1.66,209,-2.4,976.0
2025-01-02 10:00:00+00:00,2.5,192,-3.1,976.4
2025-01-02 11:00:00+00:00,2.7,182,-2.9,975.8
2025-01-02 12:00:00+00:00,2.87,220,-2.8,976.1
2025-01-02 13:00:00+00:00,4.71,239,-2.8,976.9
2025-01-02 14:00:00+00:00,6.26,223,-2.2,977.3
2025-01-02 15:00:00+00:00,6.53,211,-1.9,977.8
2025-01-02 16:00:00+00:00,6.13,205,-1.9,978.1
2025-01-02 17:00:00+00:00,5.48,205,-2.6,978.6
2025-01-02 18:00:00+00:00,4.56,207,-2.7,978.9
2025-01-02 19:00:00+00:00,3.74,208,-3.4,979.0
2025-01-02 20:00:00+00:00,3.2,209,-4.4,979.0
2025-01-02 21:00:00+00:00,2.71,205,-3.8,979.7
2025-01-02 22:00:00+00:00,2.44,211,-4.1,980.1
2025-01-02 23:00:00+00:00,2.05,193,-4.1,979.9
2025-01-03 00:00:00+00:00,2.06,176,-4.5,980.4
2025-01-03 01:00:00+00:00,2.16,176,-4.4,980.4
2025-01-03 02:00:00+00:00,1.9,178,-4.5,980.4
2025-01-03 03:00:00+00:00,1.86,174,-5.1,980.9
2025-01-03 04:00:00+00:00,1.8,177,-5.3,981.2
2025-01-03 05:00:00+00:00,1.66,173,-3.4,981.9
2025-01-03 06:00:00+00:00,2.1,177,-3.5,981.6
2025-01-03 07:00:00+00:00,2.31,185,-3.5,981.2
2025-01-03 08:00:00+00:00,2.77,193,-1.8,981.5
2025-01-03 09:00:00+00:00,3.13,193,-1.8,981.1
2025-01-03 10:00:00+00:00,3.19,194,-2.3,981.9
2025-01-03 11:00:00+00:00,2.9,183,-2.6,981.3
2025-01-03 12:00:00+00:00,2.71,185,-2.5,980.9
2025-01-03 13:00:00+00:00,2.89,203,-1.9,980.6
2025-01-03 14:00:00+00:00,3.26,212,-1.4,981.0
2025-01-03 15:00:00+00:00,3.7,203,-1.8,980.6
2025-01-03 16:00:00+00:00,3.72,202,-2.2,980.1
2025-01-03 17:00:00+00:00,2.87,209,-1.6,980.5
2025-01-03 18:00:00+00:00,2.49,210,-1.8,980.5
2025-01-03 19:00:00+00:00,1.97,210,-2.3,980.5
2025-01-03 20:00:00+00:00,1.64,211,-2.7,980.7
2025-01-03 21:00:00+00:00,1.44,214,-2.8,980.7
2025-01-03 22:00:00+00:00,1.14,218,-3.1,980.7
2025-01-03 23:00:00+00:00,0.92,229,-2.9,980.5
2025-01-04 00:00:00+00:00,0.78,225,-2.6,980.9
