date,n,mae,bias,coverage_pct,below_p10_pct,above_p90_pct,mean_width,mean_actual,absolute_error_sum,p90_absolute_error,rmse,row_share_pct,error_share_pct
2025-12-01,76,0.2000168137624665,-0.054227561926383824,69.73684210526315,6.578947368421052,23.684210526315788,0.5763317871888881,0.5595175438596491,15.201277845947454,0.45312671027619783,0.2560155609874485,1.2916383412644459,1.5140033129413122
2025-12-02,96,0.06934902246368004,-0.01015473671718936,79.16666666666666,9.375,11.458333333333332,0.2262263288804307,0.09892361111111107,6.657506156513284,0.11665205528695755,0.10324758072910599,1.6315431679129844,0.6630683603730991
2025-12-03,96,0.15979207359772568,-0.0886986128132125,86.45833333333334,0.0,13.541666666666666,0.5009283059084536,0.28635416666666663,15.340039065381665,0.3804717947983826,0.2112039702510962,1.6315431679129844,1.5278235291139401
2025-12-04,96,0.10859021567920017,0.0636535756528089,90.625,2.083333333333333,7.291666666666667,0.4085781954167696,0.0989583333333333,10.424660705203216,0.22957696059007432,0.13524947759176134,1.6315431679129844,1.0382660592033324
2025-12-05,96,0.16518226992959215,0.1584917678845231,81.25,18.75,0.0,0.41704771079267017,0.048437499999999974,15.857497913240847,0.391407373930973,0.23006581743698246,1.6315431679129844,1.5793609339235268
2025-12-06,96,0.2736552665583828,0.22702401001840813,76.04166666666666,17.708333333333336,6.25,0.4900919441246076,0.15430555555555553,26.270905589604748,0.523141238570019,0.3341912107939613,1.6315431679129844,2.6165062239970527
2025-12-07,96,0.2045437296300382,0.1965384364155903,76.04166666666666,23.958333333333336,0.0,0.5440066330193389,0.10760416666666665,19.636198044483667,0.469592179194171,0.26299647758609146,1.6315431679129844,1.9557085393874034
2025-12-08,96,0.15407020786215211,0.08030320508554462,84.375,13.541666666666666,2.083333333333333,0.524618402767079,0.3864583333333333,14.790739954766604,0.3420229413131187,0.1947981624964498,1.6315431679129844,1.4731149262125973
2025-12-09,96,0.18787145527911453,-0.07287479571026441,78.125,1.0416666666666665,20.833333333333336,0.442554410360539,0.5236111111111111,18.035659706794995,0.5025168953242831,0.27710236276371863,1.6315431679129844,1.7962995495440763
2025-12-10,90,0.06427427439161151,-0.035861206731370276,85.55555555555556,8.88888888888889,5.555555555555555,0.24333380864612023,0.9059185185185186,5.784684695245036,0.14844844400926552,0.09887335071651668,1.529571719918423,0.5761378669397004
