time,turbine,lead_day,local_time,horizon_hour,power,p10,p50,p90,error,wind_speed_100m,wind_meas,direction,ramp
2026-01-26 22:00:00+00:00,t1,2,2026-01-27 03:00:00,28,0.935,0.0091031113866355,0.084825051118294,0.6499446394071124,-0.8501749488817061,2.96,10.598333333333333,68.0,up
2026-01-26 22:00:00+00:00,t2,2,2026-01-27 03:00:00,28,0.935,0.000733342456899,0.084825051118294,0.6479730079268177,-0.8501749488817061,2.96,11.051666666666668,68.0,up
2026-01-23 05:00:00+00:00,t2,2,2026-01-23 10:00:00,35,0.92,0.0169867290179457,0.1009266310608743,0.3953580038979056,-0.8190733689391257,3.06,10.59,244.0,steady
2026-01-23 05:00:00+00:00,t1,2,2026-01-23 10:00:00,35,0.905,0.0087738633857107,0.1122933433149995,0.3958131427642991,-0.7927066566850005,3.06,10.296666666666669,244.0,steady
2025-12-09 14:00:00+00:00,t2,2,2025-12-09 19:00:00,44,0.9366666666666666,0.0076525545820475,0.1576708391975015,0.3241590343166442,-0.7789958274691652,1.21,10.576666666666666,187.0,steady
2025-12-06 13:00:00+00:00,t1,2,2025-12-06 18:00:00,43,0.01,0.1183504961102031,0.7885034423457012,0.9143398717387858,0.7785034423457012,5.3,1.255,69.0,steady
2025-12-06 13:00:00+00:00,t2,2,2025-12-06 18:00:00,43,0.01,0.0737857977898038,0.7885034423457012,0.9143398717387858,0.7785034423457012,5.3,1.2933333333333332,69.0,steady
2025-12-09 14:00:00+00:00,t1,2,2025-12-09 19:00:00,44,0.935,0.0082299471604392,0.1576708391975015,0.3241590343166442,-0.7773291608024986,1.21,10.426666666666668,187.0,steady
2025-12-06 15:00:00+00:00,t1,2,2025-12-06 20:00:00,45,0.01,0.1748868000731872,0.7829857805923461,0.9873693635608995,0.7729857805923461,6.3,1.62,67.0,steady
2025-12-06 15:00:00+00:00,t2,2,2025-12-06 20:00:00,45,0.01,0.0851149991258735,0.7829857805923461,0.9873693635608995,0.7729857805923461,6.3,1.725,67.0,steady
2026-01-08 16:00:00+00:00,t2,2,2026-01-08 21:00:00,46,0.0116666666666666,0.3104211065294712,0.7790813969943997,0.9574460952448574,0.7674147303277331,6.55,1.325,63.0,steady
2026-01-08 16:00:00+00:00,t1,2,2026-01-08 21:00:00,46,0.0133333333333333,0.3662917900292755,0.7790813969943997,0.95729930928821,0.7657480636610664,6.55,1.4116666666666668,63.0,steady
2025-12-25 07:00:00+00:00,t1,2,2025-12-25 12:00:00,37,0.125,0.742245587355051,0.8848910859072346,0.9915545733779568,0.7598910859072346,9.08,6.055,62.0,steady
2025-12-25 07:00:00+00:00,t1,1,2025-12-25 12:00:00,13,0.125,0.7271352206762137,0.8833162105065941,0.9916144801448972,0.7583162105065941,9.21,6.055,64.0,steady
2026-01-21 14:00:00+00:00,t2,2,2026-01-21 19:00:00,44,0.0533333333333333,0.5561829792068137,0.8053788246705169,0.9931332171154692,0.7520454913371836,8.04,4.341666666666666,69.0,steady
2026-01-21 14:00:00+00:00,t1,2,2026-01-21 19:00:00,44,0.06,0.4999302034739097,0.8053788246705169,0.993014855836582,0.7453788246705169,8.04,4.088333333333334,69.0,down
2026-01-08 17:00:00+00:00,t2,2,2026-01-08 22:00:00,47,0.0083333333333333,0.3145227188158462,0.7483815908485518,0.9587647125687504,0.7400482575152185,6.49,1.795,65.0,steady
2026-01-08 17:00:00+00:00,t1,2,2026-01-08 22:00:00,47,0.01,0.4042096947727935,0.7483815908485518,0.959716554587121,0.7383815908485518,6.49,1.6816666666666666,65.0,steady
2025-12-25 05:00:00+00:00,t1,2,2025-12-25 10:00:00,35,0.1483333333333333,0.7729698395410765,0.8838190812220903,0.9909376851018402,0.735485747888757,8.85,6.79,74.0,steady
2025-12-30 14:00:00+00:00,t1,2,2025-12-30 19:00:00,44,0.9566666666666668,0.0074561050429419,0.2222304457488833,0.5817427096455736,-0.7344362209177835,5.44,11.278333333333334,56.0,steady
