sector,n,mae,bias,coverage_pct,below_p10_pct,above_p90_pct,mean_width,mean_actual,absolute_error_sum,p90_absolute_error,rmse,row_share_pct,error_share_pct
С,30,0.05343172639072779,0.024213580128074636,86.66666666666667,6.666666666666667,6.666666666666667,0.11608363496219147,0.029555555555555533,1.6029517917218337,0.10616091383817368,0.07308120051290565,0.5098572399728076,0.1596493628855718
ССВ,58,0.0643443173795268,0.057475663567745014,93.10344827586206,6.896551724137931,0.0,0.19777510534710738,0.02410919540229883,3.7319704080125544,0.07809421523724001,0.11786164063310804,0.9857239972807614,0.37169346016764326
СВ,472,0.18054514702937258,0.0621834651107414,73.9406779661017,16.101694915254235,9.957627118644067,0.458660108298372,0.33485875706214685,85.21730939786386,0.41908453496933856,0.2440688914045407,8.021753908905506,8.487397576428503
ВСВ,2645,0.20390517624494528,0.05368422817991731,71.53119092627598,18.487712665406427,9.98109640831758,0.5135884886576465,0.4732398235664776,539.3291911678803,0.4623308093090045,0.2699407496334363,44.9524133242692,53.715627756374055
В,308,0.14310895593226441,-0.05295334744303419,80.84415584415584,6.8181818181818175,12.337662337662337,0.35968970155922636,0.47753787878787873,44.07755842713744,0.35053101545211046,0.19582380896795207,5.234534330387492,4.3899973516266595
ВЮВ,60,0.13393317858821244,-0.06593456096817897,76.66666666666667,1.6666666666666667,21.666666666666668,0.26164325599855526,0.17283333333333328,8.035990715292746,0.2792603916825874,0.1911819672763799,1.0197144799456153,0.8003614359935105
ЮВ,36,0.1417056913544136,-0.08357813801053153,80.55555555555556,0.0,19.444444444444446,0.2977278831919674,0.20199074074074072,5.10140488875889,0.4796459403830304,0.2282945440777628,0.6118286879673691,0.50808517418784
ЮЮВ,32,0.13658004953529354,-0.048988692078107104,78.125,3.125,18.75,0.34527680038660413,0.18171874999999998,4.370561585129393,0.5450145047205619,0.22970837328233992,0.5438477226376615,0.4352952946691905
Ю,30,0.19381690033732,-0.170984721072145,50.0,0.0,50.0,0.2560423161264136,0.2697777777777777,5.8145070101196,0.4964373209443781,0.28101676789779834,0.5098572399728076,0.579108083258173
ЮЮЗ,55,0.12144521654395452,-0.005810224381917307,81.81818181818183,5.454545454545454,12.727272727272727,0.2584055519083453,0.09296969696969694,6.6794869099174985,0.3219106970617009,0.18884256355597798,0.9347382732834806,0.6652575798461053
ЮЗ,437,0.17270114016277185,-0.009873969401024725,76.65903890160183,6.864988558352403,16.475972540045767,0.46420009112454985,0.3145575896262395,75.4703982511313,0.4222568070517073,0.2365081376436146,7.426920462270564,7.51663341326759
ЗЮЗ,1095,0.15454281573736653,0.03953712525328227,75.98173515981735,14.977168949771688,9.04109589041096,0.40462172071986535,0.32480974124809736,169.22438323241636,0.38399941621596034,0.21750898172266037,18.609789259007478,16.854259190626614
З,439,0.1020794149836743,0.024577378798677035,82.91571753986332,8.428246013667426,8.656036446469248,0.29951727503770925,0.2763082763857251,44.812863177833016,0.24215774236079907,0.14746630153086143,7.460910944935418,4.463231578371049
ЗСЗ,93,0.061187927453913354,0.02958070425864818,94.6236559139785,2.1505376344086025,3.225806451612903,0.16890015793794658,0.14351254480286735,5.690477253213942,0.1643608206517687,0.08342501849834875,1.5805574439157035,0.566755078151531
СЗ,38,0.04668620649719152,0.038685234709289126,89.47368421052632,5.263157894736842,5.263157894736842,0.11675162663966966,0.017236842105263144,1.7740758468932776,0.0754457965365702,0.06849249563459948,0.6458191706322229,0.17669282390767183
ССЗ,56,0.05557297763726608,0.05233898138730055,94.64285714285714,1.7857142857142856,3.571428571428571,0.1585871631579803,0.01809523809523808,3.1120867476869005,0.1938587519625522,0.10033318554759438,0.9517335146159075,0.3099548402383045
