issue_date,issue_time_utc,target_time_utc,target_time_local,lead_hours,lead_day,turbine,p10,p50,p90,wind_speed_100m,wind_direction_100m,wind_speed_10m,wind_gusts_10m,temperature_2m,surface_pressure,weather_source,model_version
2026-02-17,2026-02-17T18:00:00+00:00,2026-02-17T19:00:00+00:00,2026-02-18T00:00:00+05:00,1,1,t1,0.3397,0.7036,0.9969,7.25,69.0,3.7,6.7,0.5,958.5,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-17,2026-02-17T18:00:00+00:00,2026-02-17T20:00:00+00:00,2026-02-18T01:00:00+05:00,2,1,t1,0.3467,0.719,0.9968,7.73,71.0,4.0,6.7,0.7,958.9,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-17,2026-02-17T18:00:00+00:00,2026-02-17T21:00:00+00:00,2026-02-18T02:00:00+05:00,3,1,t1,0.2926,0.685,0.9785,6.75,76.0,3.41,6.2,1.1,958.5,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-17,2026-02-17T18:00:00+00:00,2026-02-17T22:00:00+00:00,2026-02-18T03:00:00+05:00,4,1,t1,0.2555,0.6194,0.9804,6.71,78.0,3.41,6.3,1.2,958.2,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-17,2026-02-17T18:00:00+00:00,2026-02-17T23:00:00+00:00,2026-02-18T04:00:00+05:00,5,1,t1,0.3643,0.6598,0.9911,7.03,84.0,3.85,6.8,1.3,957.8,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-17,2026-02-17T18:00:00+00:00,2026-02-18T00:00:00+00:00,2026-02-18T05:00:00+05:00,6,1,t1,0.3902,0.6681,0.997,7.1,91.0,3.8,7.9,1.6,957.7,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-17,2026-02-17T18:00:00+00:00,2026-02-18T01:00:00+00:00,2026-02-18T06:00:00+05:00,7,1,t1,0.4431,0.7674,0.9973,6.55,90.0,3.48,9.8,1.7,957.3,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-17,2026-02-17T18:00:00+00:00,2026-02-18T02:00:00+00:00,2026-02-18T07:00:00+05:00,8,1,t1,0.4659,0.7381,0.9955,7.34,75.0,4.01,10.7,1.6,957.5,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-17,2026-02-17T18:00:00+00:00,2026-02-18T03:00:00+00:00,2026-02-18T08:00:00+05:00,9,1,t1,0.5535,0.7527,1.0,8.06,83.0,5.0,10.7,3.1,957.9,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-17,2026-02-17T18:00:00+00:00,2026-02-18T04:00:00+00:00,2026-02-18T09:00:00+05:00,10,1,t1,0.5844,0.8318,0.9954,8.1,70.0,4.9,11.5,5.6,957.9,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-17,2026-02-17T18:00:00+00:00,2026-02-18T05:00:00+00:00,2026-02-18T10:00:00+05:00,11,1,t1,0.6779,0.8905,0.9929,8.54,63.0,5.89,14.4,8.8,957.3,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-17,2026-02-17T18:00:00+00:00,2026-02-18T06:00:00+00:00,2026-02-18T11:00:00+05:00,12,1,t1,0.9272,0.9282,0.9919,11.41,59.0,8.11,15.5,10.4,957.3,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-17,2026-02-17T18:00:00+00:00,2026-02-18T07:00:00+00:00,2026-02-18T12:00:00+05:00,13,1,t1,0.9462,0.9675,0.9956,10.11,70.0,7.39,15.9,12.4,956.4,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-17,2026-02-17T18:00:00+00:00,2026-02-18T08:00:00+00:00,2026-02-18T13:00:00+05:00,14,1,t1,0.9476,0.9678,0.9907,10.09,69.0,7.46,15.9,13.7,955.1,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-17,2026-02-17T18:00:00+00:00,2026-02-18T09:00:00+00:00,2026-02-18T14:00:00+05:00,15,1,t1,0.9506,0.96,0.991,9.96,71.0,7.27,15.2,13.9,954.8,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-17,2026-02-17T18:00:00+00:00,2026-02-18T10:00:00+00:00,2026-02-18T15:00:00+05:00,16,1,t1,0.8205,0.9597,0.991,9.26,69.0,6.53,15.2,13.6,954.3,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-17,2026-02-17T18:00:00+00:00,2026-02-18T11:00:00+00:00,2026-02-18T16:00:00+05:00,17,1,t1,0.7354,0.9251,0.9918,10.09,59.0,6.27,14.8,11.9,953.4,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-17,2026-02-17T18:00:00+00:00,2026-02-18T12:00:00+00:00,2026-02-18T17:00:00+05:00,18,1,t1,0.584,0.9336,1.0,8.66,75.0,4.55,12.0,9.2,952.7,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-17,2026-02-17T18:00:00+00:00,2026-02-18T13:00:00+00:00,2026-02-18T18:00:00+05:00,19,1,t1,0.3674,0.8286,0.9984,7.08,72.0,3.35,8.5,5.9,952.0,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-17,2026-02-17T18:00:00+00:00,2026-02-18T14:00:00+00:00,2026-02-18T19:00:00+05:00,20,1,t1,0.3612,0.8734,0.9925,7.45,78.0,3.64,6.3,4.1,952.0,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-17,2026-02-17T18:00:00+00:00,2026-02-18T15:00:00+00:00,2026-02-18T20:00:00+05:00,21,1,t1,0.3282,0.9014,0.9804,6.56,87.0,3.36,5.3,3.1,951.0,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-17,2026-02-17T18:00:00+00:00,2026-02-18T16:00:00+00:00,2026-02-18T21:00:00+05:00,22,1,t1,0.2573,0.7736,0.977,7.01,78.0,3.32,5.0,3.1,950.8,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-17,2026-02-17T18:00:00+00:00,2026-02-18T17:00:00+00:00,2026-02-18T22:00:00+05:00,23,1,t1,0.2895,0.7585,0.9763,6.05,89.0,3.09,5.4,2.7,950.2,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-17,2026-02-17T18:00:00+00:00,2026-02-18T18:00:00+00:00,2026-02-18T23:00:00+05:00,24,1,t1,0.261,0.8061,0.9586,5.92,85.0,2.85,5.9,2.5,949.8,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-17,2026-02-17T18:00:00+00:00,2026-02-18T19:00:00+00:00,2026-02-19T00:00:00+05:00,25,2,t1,0.1413,0.6165,0.9582,6.59,78.0,3.17,5.2,2.1,950.0,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
