issue_date,issue_time_utc,target_time_utc,target_time_local,lead_hours,lead_day,turbine,p10,p50,p90,wind_speed_100m,wind_direction_100m,wind_speed_10m,wind_gusts_10m,temperature_2m,surface_pressure,weather_source,model_version
2026-02-15,2026-02-15T18:00:00+00:00,2026-02-15T19:00:00+00:00,2026-02-16T00:00:00+05:00,1,1,t1,0.1592,0.5446,0.9266,5.26,76.0,2.47,5.4,2.2,952.0,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-15,2026-02-15T18:00:00+00:00,2026-02-15T20:00:00+00:00,2026-02-16T01:00:00+05:00,2,1,t1,0.1496,0.4704,0.9121,5.96,70.0,3.04,4.6,1.9,951.5,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-15,2026-02-15T18:00:00+00:00,2026-02-15T21:00:00+00:00,2026-02-16T02:00:00+05:00,3,1,t1,0.1766,0.5551,0.9536,6.18,78.0,3.15,5.0,1.9,951.4,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-15,2026-02-15T18:00:00+00:00,2026-02-15T22:00:00+00:00,2026-02-16T03:00:00+05:00,4,1,t1,0.1836,0.5,0.955,6.43,67.0,3.31,5.3,1.7,951.0,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-15,2026-02-15T18:00:00+00:00,2026-02-15T23:00:00+00:00,2026-02-16T04:00:00+05:00,5,1,t1,0.2152,0.5076,0.9574,6.61,74.0,3.37,6.0,1.5,951.0,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-15,2026-02-15T18:00:00+00:00,2026-02-16T00:00:00+00:00,2026-02-16T05:00:00+05:00,6,1,t1,0.2481,0.5056,0.9755,6.69,72.0,3.23,7.8,1.8,951.5,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-15,2026-02-15T18:00:00+00:00,2026-02-16T01:00:00+00:00,2026-02-16T06:00:00+05:00,7,1,t1,0.2091,0.5515,0.9605,6.81,60.0,3.48,8.5,1.8,951.7,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-15,2026-02-15T18:00:00+00:00,2026-02-16T02:00:00+00:00,2026-02-16T07:00:00+05:00,8,1,t1,0.1945,0.4517,0.9659,6.88,71.0,3.58,8.5,1.6,951.6,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-15,2026-02-15T18:00:00+00:00,2026-02-16T03:00:00+00:00,2026-02-16T08:00:00+05:00,9,1,t1,0.1346,0.4663,0.9475,6.51,72.0,3.64,7.5,2.7,951.7,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-15,2026-02-15T18:00:00+00:00,2026-02-16T04:00:00+00:00,2026-02-16T09:00:00+05:00,10,1,t1,0.1578,0.3989,0.9537,7.08,67.0,3.38,6.6,5.0,952.5,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-15,2026-02-15T18:00:00+00:00,2026-02-16T05:00:00+00:00,2026-02-16T10:00:00+05:00,11,1,t1,0.1998,0.6224,0.9577,5.84,62.0,4.33,7.4,6.9,952.8,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
