issue_date,issue_time_utc,target_time_utc,target_time_local,lead_hours,lead_day,turbine,p10,p50,p90,wind_speed_100m,wind_direction_100m,wind_speed_10m,wind_gusts_10m,temperature_2m,surface_pressure,weather_source,model_version
2026-02-23,2026-02-23T18:00:00+00:00,2026-02-23T19:00:00+00:00,2026-02-24T00:00:00+05:00,1,1,t1,0.621,0.8857,0.9955,9.95,244.0,6.75,13.5,-1.3,956.9,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-23,2026-02-23T18:00:00+00:00,2026-02-23T20:00:00+00:00,2026-02-24T01:00:00+05:00,2,1,t1,0.455,0.9062,0.9995,9.1,236.0,6.1,14.6,-2.0,956.9,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-23,2026-02-23T18:00:00+00:00,2026-02-23T21:00:00+00:00,2026-02-24T02:00:00+05:00,3,1,t1,0.3685,0.8396,1.0,8.43,233.0,5.66,15.1,-2.4,956.8,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-23,2026-02-23T18:00:00+00:00,2026-02-23T22:00:00+00:00,2026-02-24T03:00:00+05:00,4,1,t1,0.3206,0.8129,1.0,8.03,235.0,5.39,15.1,-2.6,956.6,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-23,2026-02-23T18:00:00+00:00,2026-02-23T23:00:00+00:00,2026-02-24T04:00:00+05:00,5,1,t1,0.3197,0.7611,0.991,7.89,233.0,5.42,14.6,-2.8,956.5,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-23,2026-02-23T18:00:00+00:00,2026-02-24T00:00:00+00:00,2026-02-24T05:00:00+05:00,6,1,t1,0.2475,0.6145,0.9919,7.04,231.0,4.71,11.1,-3.0,956.4,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-23,2026-02-23T18:00:00+00:00,2026-02-24T01:00:00+00:00,2026-02-24T06:00:00+05:00,7,1,t1,0.2392,0.5928,0.9813,7.13,229.0,4.32,10.3,-2.9,956.6,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-23,2026-02-23T18:00:00+00:00,2026-02-24T02:00:00+00:00,2026-02-24T07:00:00+05:00,8,1,t1,0.2168,0.5244,0.971,6.99,235.0,4.22,10.0,-2.8,956.7,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-23,2026-02-23T18:00:00+00:00,2026-02-24T03:00:00+00:00,2026-02-24T08:00:00+05:00,9,1,t1,0.1106,0.4765,0.9424,6.66,237.0,4.65,9.4,-2.4,957.2,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-23,2026-02-23T18:00:00+00:00,2026-02-24T04:00:00+00:00,2026-02-24T09:00:00+05:00,10,1,t1,0.0919,0.436,0.9394,6.6,242.0,4.79,10.0,-1.8,957.5,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-23,2026-02-23T18:00:00+00:00,2026-02-24T05:00:00+00:00,2026-02-24T10:00:00+05:00,11,1,t1,0.0868,0.3865,0.8633,6.74,249.0,4.97,10.8,-0.9,957.6,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-23,2026-02-23T18:00:00+00:00,2026-02-24T06:00:00+00:00,2026-02-24T11:00:00+05:00,12,1,t1,0.1021,0.4187,0.8159,5.85,255.0,4.44,12.3,-0.3,957.6,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-23,2026-02-23T18:00:00+00:00,2026-02-24T07:00:00+00:00,2026-02-24T12:00:00+05:00,13,1,t1,0.1017,0.4533,0.7931,6.15,255.0,4.64,12.9,-0.1,957.8,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
