issue_date,issue_time_utc,target_time_utc,target_time_local,lead_hours,lead_day,turbine,p10,p50,p90,wind_speed_100m,wind_direction_100m,wind_speed_10m,wind_gusts_10m,temperature_2m,surface_pressure,weather_source,model_version
2026-02-08,2026-02-08T18:00:00+00:00,2026-02-08T19:00:00+00:00,2026-02-09T00:00:00+05:00,1,1,t1,0.9783,0.9793,0.991,11.87,87.0,7.37,18.2,-1.3,953.2,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-08,2026-02-08T18:00:00+00:00,2026-02-08T20:00:00+00:00,2026-02-09T01:00:00+05:00,2,1,t1,0.9675,0.9873,0.991,12.09,85.0,7.41,18.2,-1.3,951.8,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-08,2026-02-08T18:00:00+00:00,2026-02-08T21:00:00+00:00,2026-02-09T02:00:00+05:00,3,1,t1,0.9403,0.9561,0.9916,11.92,87.0,7.17,18.1,-1.5,950.4,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-08,2026-02-08T18:00:00+00:00,2026-02-08T22:00:00+00:00,2026-02-09T03:00:00+05:00,4,1,t1,0.9235,0.9709,0.991,12.22,87.0,7.28,18.2,-1.4,948.7,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-08,2026-02-08T18:00:00+00:00,2026-02-08T23:00:00+00:00,2026-02-09T04:00:00+05:00,5,1,t1,0.9374,0.9417,0.9923,11.63,86.0,6.82,17.9,-1.5,947.1,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-08,2026-02-08T18:00:00+00:00,2026-02-09T00:00:00+00:00,2026-02-09T05:00:00+05:00,6,1,t1,0.8914,0.8924,0.9947,10.62,76.0,6.04,18.0,-2.5,946.0,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-08,2026-02-08T18:00:00+00:00,2026-02-09T01:00:00+00:00,2026-02-09T06:00:00+05:00,7,1,t1,0.8738,0.8748,0.9956,9.93,72.0,5.67,17.1,-3.2,945.7,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-08,2026-02-08T18:00:00+00:00,2026-02-09T02:00:00+00:00,2026-02-09T07:00:00+05:00,8,1,t1,0.8609,0.8618,0.9973,9.86,73.0,5.64,15.9,-3.6,945.1,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-08,2026-02-08T18:00:00+00:00,2026-02-09T03:00:00+00:00,2026-02-09T08:00:00+05:00,9,1,t1,0.8059,0.9023,0.9953,9.63,71.0,5.71,15.1,-2.7,944.9,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-08,2026-02-08T18:00:00+00:00,2026-02-09T04:00:00+00:00,2026-02-09T09:00:00+05:00,10,1,t1,0.8054,0.9326,0.9941,9.28,67.0,5.46,14.0,-0.1,944.5,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-08,2026-02-08T18:00:00+00:00,2026-02-09T05:00:00+00:00,2026-02-09T10:00:00+05:00,11,1,t1,0.7537,0.9176,0.9939,9.57,65.0,5.93,14.7,2.8,943.9,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-08,2026-02-08T18:00:00+00:00,2026-02-09T06:00:00+00:00,2026-02-09T11:00:00+05:00,12,1,t1,0.9047,0.9514,0.9927,9.91,63.0,6.93,15.5,4.6,943.4,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-08,2026-02-08T18:00:00+00:00,2026-02-09T07:00:00+00:00,2026-02-09T12:00:00+05:00,13,1,t1,0.911,0.9913,0.9923,10.11,64.0,7.25,16.3,6.6,942.4,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-08,2026-02-08T18:00:00+00:00,2026-02-09T08:00:00+00:00,2026-02-09T13:00:00+05:00,14,1,t1,0.653,1.0,1.0,9.6,66.0,6.69,16.4,6.6,940.9,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-08,2026-02-08T18:00:00+00:00,2026-02-09T09:00:00+00:00,2026-02-09T14:00:00+05:00,15,1,t1,0.7307,0.9425,0.993,9.99,71.0,5.93,16.1,7.4,940.4,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-08,2026-02-08T18:00:00+00:00,2026-02-09T10:00:00+00:00,2026-02-09T15:00:00+05:00,16,1,t1,0.5907,0.9439,0.9914,9.19,73.0,6.04,15.1,7.0,939.6,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-08,2026-02-08T18:00:00+00:00,2026-02-09T11:00:00+00:00,2026-02-09T16:00:00+05:00,17,1,t1,0.5872,0.9312,0.9899,9.33,74.0,5.38,13.3,5.7,939.1,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-08,2026-02-08T18:00:00+00:00,2026-02-09T12:00:00+00:00,2026-02-09T17:00:00+05:00,18,1,t1,0.3865,0.8343,1.0,7.94,70.0,3.71,10.9,2.4,938.2,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
